2.7 -8.142088 1.9608
2.75 -8.246246 2.0383
2.8 -8.292725 2.2001
2.85 -8.311156 2.3398
2.9 -8.288927 2.3775
2.95 -8.238123 2.5072
3.0 -8.166916 2.5795
