# dT = 0.00250000
# Vi = 1.00000000
# Xi = 0.00000000
# tot_Step =   80001
# print_skip =      80
# method = Euler
#                   t                  vel                  pos                    E
 21.00000000   0.00175762  -1.29572218   0.83944952
 21.20000000  -0.76204879  -1.05189635   0.84360215
 21.40000000  -1.23784478  -0.40409273   0.84777532
 21.60000000  -1.24202309   0.40164277   0.85196913
 21.80000000  -0.77065082   1.05757492   0.85618369
 22.00000000  -0.00186417   1.31180590   0.86041910
 22.20000000   0.77143934   1.06500341   0.86467546
 22.40000000   1.25318376   0.40918970   0.86895288
 22.60000000   1.25746663  -0.40654716   0.87325145
 22.80000000   0.78028609  -1.07065223   0.87757129
 23.00000000   0.00197309  -1.32808927   0.88191250
 23.20000000  -0.78094560  -1.07827378   0.88627519
 23.40000000  -1.26871282  -0.41435094   0.89065945
 23.60000000  -1.27310219   0.41151141   0.89506541
 23.80000000  -0.79004183   1.08389125   0.89949316
 24.00000000  -0.00208444   1.34457476   0.90394281
 24.20000000   0.79056899   1.09170950   0.90841448
 24.40000000   1.28443429   0.41957726   0.91290826
 24.60000000   1.28893216  -0.41653626   0.91742428
 24.80000000   0.79991952  -1.09729396   0.92196264
 25.00000000   0.00219824  -1.36126487   0.92652344
 25.20000000  -0.80031095  -1.10531263   0.93110681
 25.40000000  -1.30035058  -0.42486948   0.93571285
 25.60000000  -1.30495896   0.42162244   0.94034168
 25.80000000  -0.80992071   1.11086239   0.94499341
 26.00000000  -0.00231455   1.37816216   0.94966814
 26.20000000   0.81017296   1.11908525   0.95436600
 26.40000000   1.31646409   0.43022844   0.95908710
 26.60000000   1.32118503  -0.42677072   0.96383156
 26.80000000   0.82004693  -1.12459860   0.96859949
 27.00000000   0.00243341  -1.39526918   0.97339100
 27.20000000  -0.82015648  -1.13302947   0.97820621
 27.40000000  -1.33277727  -0.43565497   0.98304525
 27.60000000  -1.33761285   0.43198184   0.98790822
 27.80000000  -0.83029974   1.13850465   0.99279525
 28.00000000  -0.00255486   1.41258854   0.99770645
 28.20000000   0.83026301   1.14714744   1.00264195
 28.40000000   1.34929258   0.44114993   1.00760187
 28.60000000   1.35424493  -0.43725657   1.01258632
 28.80000000   0.84068073  -1.15258265   1.01759543
 29.00000000   0.00267895  -1.43012288   1.02262931
 29.20000000  -0.84049407  -1.16144131   1.02768810
 29.40000000  -1.36601255  -0.44671417   1.03277192
 29.60000000  -1.37108381   0.44259569   1.03788088
 29.80000000  -0.85119150   1.16683472   1.04301512
 30.00000000  -0.00280573   1.44787487   1.04817475
 30.20000000   0.85085120   1.17591329   1.05335991
 30.40000000   1.38293969   0.45234858   1.05857072
 30.60000000   1.38813207  -0.44799998   1.06380731
 30.80000000   0.86183368  -1.18126301   1.06906980
 31.00000000   0.00293524  -1.46584720   1.07435832
 31.20000000  -0.86133594  -1.19056558   1.07967300
 31.40000000  -1.40007659  -0.45805404   1.08501398
 31.60000000  -1.40539229   0.45347024   1.09038137
 31.80000000  -0.87260890   1.19586971   1.09577532
 32.00000000  -0.00306753   1.48404262   1.10119595
 32.20000000   0.87194988   1.20540044   1.10664340
 32.40000000   1.41742583   0.46383144   1.11211779
 32.60000000   1.42286713  -0.45900727   1.11761927
 32.80000000   0.88351883  -1.21065701   1.12314796
 33.00000000   0.00320266  -1.50246389   1.12870400
 33.20000000  -0.88269459  -1.22042013   1.13428752
 33.40000000  -1.43499005  -0.46968169   1.13989867
 33.60000000  -1.44055924   0.46461189   1.14553757
 33.80000000  -0.89456515   1.22562716   1.15120437
 34.00000000  -0.00334067   1.52111381   1.15689920
 34.20000000   0.89357170   1.23562697   1.16262220
 34.40000000   1.45277192   0.47560570   1.16837351
 34.60000000   1.45847133  -0.47028493   1.17415327
 34.80000000   0.90574956  -1.24078241   1.17996163
 35.00000000   0.00348161  -1.53999523   1.18579872
 35.20000000  -0.90458283  -1.25102329   1.19166468
 35.40000000  -1.47077412  -0.48160442   1.19755966
 35.60000000  -1.47660614   0.47602721   1.20348380
 35.80000000  -0.91707380   1.25612505   1.20943725
 36.00000000  -0.00362554   1.55911102   1.21542015
 36.20000000   0.91572963   1.26661144   1.22143265
 36.40000000   1.48899939   0.48767877   1.22747489
 36.60000000   1.49496643  -0.48183959   1.23354701
 36.80000000   0.92853962  -1.27165740   1.23964918
 37.00000000   0.00377250  -1.57846407   1.24578153
 37.20000000  -0.92701378  -1.28239381   1.25194422
 37.40000000  -1.50745050  -0.49382972   1.25813740
 37.60000000  -1.51355501   0.48772292   1.26436121
 37.80000000  -0.94014877   1.28738180   1.27061581
 38.00000000  -0.00392256   1.59805735   1.27690135
 38.20000000   0.93843697   1.29837283   1.28321798
 38.40000000   1.52613024   0.50005822   1.28956586
 38.60000000   1.53237471  -0.49367806   1.29594514
 38.80000000   0.95190306  -1.30330063   1.30235599
 39.00000000   0.00407575  -1.61789384   1.30879854
 39.20000000  -0.95000091  -1.31455095   1.31527296
 39.40000000  -1.54504144  -0.50636527   1.32177941
 39.60000000  -1.55142842   0.49970589   1.32831805
 39.80000000  -0.96380429   1.31941630   1.33488904
 40.00000000  -0.00423215   1.63797654   1.34149253
 40.20000000   0.96170734   1.33093064   1.34812868
 40.40000000   1.56418697   0.51275183   1.35479767
 40.60000000   1.57071903  -0.50580730   1.36149964
 40.80000000   0.97585431  -1.33573123   1.36823477
 41.00000000   0.00439180  -1.65830852   1.37500322
 41.20000000  -0.97355801  -1.34751441   1.38180515
 41.40000000  -1.58356975  -0.51921893   1.38864072
 41.60000000  -1.59024949   0.51198318   1.39551011
 41.80000000  -0.98805497   1.35224788   1.40241349
 42.00000000  -0.00455476   1.67889287   1.40935101
 42.20000000   0.98555469   1.36430482   1.41632285
 42.40000000   1.60319270   0.52576757   1.42332918
 42.60000000   1.61002279  -0.51823445   1.43037017
 42.80000000   1.00040816  -1.36896877   1.43744599
 43.00000000   0.00472109  -1.69973273   1.44455681
 43.20000000  -0.99769920  -1.38130443   1.45170281
 43.40000000  -1.62305880  -0.53239878   1.45888416
 43.60000000  -1.63004195   0.52456202   1.46610104
 43.80000000  -1.01291579   1.38589640   1.47335361
 44.00000000  -0.00489085   1.72083125   1.48064206
 44.20000000   1.00999334   1.39851586   1.48796657
 44.40000000   1.64317106   0.53911361   1.49532731
 44.60000000   1.65031002  -0.53096683   1.50272446
 44.80000000   1.02557978  -1.40303334   1.51015821
 45.00000000   0.00506410  -1.74219167   1.51762873
 45.20000000  -1.02243896  -1.41594173   1.52513620
 45.40000000  -1.66353254  -0.54591310   1.53268082
 45.60000000  -1.67083009   0.53744982   1.54026275
 45.80000000  -1.03840209   1.42038217   1.54788219
 46.00000000  -0.00524089   1.76381722   1.55553933
 46.20000000   1.03503793   1.43358472   1.56323434
 46.40000000   1.68414633   0.55279833   1.57096742
 46.60000000   1.69160531  -0.54401193   1.57873875
 46.80000000   1.05138469  -1.43794551   1.58654853
 47.00000000   0.00542129  -1.78571120   1.59439694
 47.20000000  -1.04779214  -1.45144754   1.60228418
 47.40000000  -1.70501554  -0.55977037   1.61021043
 47.60000000  -1.71263884   0.55065415   1.61817589
 47.80000000  -1.06452960   1.45572602   1.62618076
 48.00000000  -0.00560536   1.80787694   1.63422522
 48.20000000   1.06070350   1.46953293   1.64230948
 48.40000000   1.72614335   0.56683031   1.65043373
 48.60000000   1.73393389  -0.55737744   1.65859817
 48.80000000   1.07783884  -1.47372638   1.66680300
 49.00000000   0.00579317  -1.83031781   1.67504842
 49.20000000  -1.07377395  -1.48784366   1.68333462
 49.40000000  -1.74753295  -0.57397928   1.69166182
 49.60000000  -1.75549372   0.56418279   1.70003021
 49.80000000  -1.09131446   1.49194931   1.70844000
 50.00000000  -0.00598478   1.85303722   1.71689138
 50.20000000   1.08700544   1.50638253   1.72538458
 50.40000000   1.76918760   0.58121839   1.73391979
 50.60000000   1.77732162  -0.57107121   1.74249722
 50.80000000   1.10495855  -1.51039755   1.75111709
 51.00000000   0.00618025  -1.87603864   1.75977959
 51.20000000  -1.10039997  -1.52515239   1.76848495
 51.40000000  -1.79111058  -0.58854877   1.77723337
 51.60000000  -1.79942091   0.57804370   1.78602507
 51.80000000  -1.11877321   1.52907391   1.79486026
 52.00000000  -0.00637965   1.89932557   1.80373916
 52.20000000   1.11395953   1.54415612   1.81266198
 52.40000000   1.81330520   0.59597157   1.82162894
 52.60000000   1.82179499  -0.58510130   1.83064025
 52.80000000   1.13276058  -1.54798119   1.83969615
 53.00000000   0.00658305  -1.92290154   1.84879684
 53.20000000  -1.12768616  -1.56339663   1.85794255
 53.40000000  -1.83577485  -0.60348797   1.86713351
 53.60000000  -1.84444725   0.59224505   1.87636993
 53.80000000  -1.14692280   1.56712225   1.88565204
 54.00000000  -0.00679051   1.94677015   1.89498007
 54.20000000   1.14158193   1.58287687   1.90435424
 54.40000000   1.85852291   0.61109914   1.91377479
 54.60000000   1.86738116  -0.59947599   1.92324194
 54.80000000   1.16126208  -1.58649999   1.93275592
 55.00000000   0.00700211  -1.97093503   1.94231696
 55.20000000  -1.15564891  -1.60259983   1.95192530
 55.40000000  -1.88155286  -0.61880627   1.96158118
 55.60000000  -1.89060023   0.60679518   1.97128482
 55.80000000  -1.17578061   1.60611733   1.98103646
 56.00000000  -0.00721792   1.99539985   1.99083634
 56.20000000   1.16988921   1.62256853   2.00068470
 56.40000000   1.90486817   0.62661058   2.01058178
 56.60000000   1.91410800  -0.61420371   2.02052781
 56.80000000   1.19048065  -1.62597722   2.03052305
 57.00000000   0.00743801  -2.02016835   2.04056774
 57.20000000  -1.18430498  -1.64278603   2.05066211
 57.40000000  -1.92847238  -0.63451329   2.06080642
 57.60000000  -1.93790805   0.62170267   2.07100091
 57.80000000  -1.20536446   1.64608268   2.08124583
 58.00000000  -0.00766245   2.04524428   2.09154143
 58.20000000   1.19889836   1.66325543   2.10188796
 58.40000000   1.95236908   0.64251564   2.11228568
 58.60000000   1.96200402  -0.62929315   2.12273483
 58.80000000   1.22043433  -1.66643673   2.13323567
 59.00000000   0.00789131  -2.07063146   2.14378846
 59.20000000  -1.21367156  -1.68397988   2.15439345
 59.40000000  -1.97656188  -0.65061888   2.16505090
 59.60000000  -1.98639960   0.63697628   2.17576107
 59.80000000  -1.23569260   1.68704245   2.18652422
 60.00000000  -0.00812468   2.09633376   2.19734062
 60.20000000   1.22862678   1.70496255   2.20821053
 60.40000000   2.00105446   0.65882429   2.21913420
 60.60000000   2.01109850  -0.64475319   2.23011192
 60.80000000   1.25114162  -1.70790296   2.24114394
 61.00000000   0.00836262  -2.12235509   2.25223053
 61.20000000  -1.24376627  -1.72620665   2.26337196
 61.40000000  -2.02585053  -0.66713316   2.27456852
 61.60000000  -2.03610449   0.65262501   2.28582045
 61.80000000  -1.26678377   1.72902139   2.29712806
 62.00000000  -0.00860522   2.14869941   2.30849159
 62.20000000   1.25909229   1.74771545   2.31991134
 62.40000000   2.05095385   0.67554679   2.33138759
 62.60000000   2.06142140  -0.66059292   2.34292060
 62.80000000   1.28262147  -1.75040095   2.35451067
 63.00000000   0.00885255  -2.17537072   2.36615807
 63.20000000  -1.27460715  -1.76949224   2.37786309
 63.40000000  -2.07636823  -0.68406650   2.38962601
 63.60000000  -2.08705309   0.66865807   2.40144712
 63.80000000  -1.29865716   1.77204486   2.41332670
 64.00000000  -0.00910470   2.20237309   2.42526506
 64.20000000   1.29031317   1.79154036   2.43726247
 64.40000000   2.10209753   0.69269362   2.44931923
 64.60000000   2.11300348  -0.67682166   2.46143563
 64.80000000   1.31489332  -1.79395638   2.47361198
 65.00000000   0.00936174  -2.22971062   2.48584855
 65.20000000  -1.30621272  -1.81386319   2.49814566
 65.40000000  -2.12814563  -0.70142952   2.51050360
 65.60000000  -2.13927652   0.68508489   2.52292267
 65.80000000  -1.33133245   1.81613883   2.53540318
 66.00000000  -0.00962376   2.25738748   2.54794543
 66.20000000   1.32230816   1.83646415   2.56054972
 66.40000000   2.15451650   0.71027556   2.57321637
 66.60000000   2.16587624  -0.69344897   2.58594567
 66.80000000   1.34797710  -1.83859556   2.59873794
 67.00000000   0.00989085  -2.28540788   2.61159350
 67.20000000  -1.33860192  -1.85934672   2.62451265
 67.40000000  -2.18121414  -0.71923313   2.63749571
 67.60000000  -2.19280668   0.70191514   2.65054299
 67.80000000  -1.36482982   1.86132996   2.66365482
 68.00000000  -0.01016308   2.31377607   2.67683151
 68.20000000   1.35509643   1.88251439   2.69007338
 68.40000000   2.20824259   0.72830364   2.70338075
 68.60000000   2.22007196  -0.71048463   2.71675396
 68.80000000   1.38189322  -1.88434545   2.73019332
 69.00000000   0.01044055  -2.34249639   2.74369917
 69.20000000  -1.37179418  -1.90597072   2.75727182
 69.40000000  -2.23560595  -0.73748850   2.77091162
 69.60000000  -2.24767625   0.71915872   2.78461889
 69.80000000  -1.39916993   1.90764552   2.79839397
 70.00000000  -0.01072333   2.37157319   2.81223719
 70.20000000   1.38869766   1.92971930   2.82614890
 70.40000000   2.26330837   0.74678917   2.84012942
 70.60000000   2.27562376  -0.72793867   2.85417910
 70.80000000   1.41666263  -1.93123369   2.86829828
 71.00000000   0.01101153  -2.40101091   2.88248731
 71.20000000  -1.40580942  -1.95376379   2.89674653
 71.40000000  -2.29135405  -0.75620710   2.91107629
 71.60000000  -2.30391876   0.73682578   2.92547693
 71.80000000  -1.43437400   1.95511352   2.93994881
 72.00000000  -0.01130524   2.43081401   2.95449229
 72.20000000   1.42313201   1.97810786   2.96910770
 72.40000000   2.31974725   0.76574377   2.98379542
 72.60000000   2.33256556  -0.74582136   2.99855580
 72.80000000   1.45230679  -1.97928860   3.01338919
 73.00000000   0.01160453  -2.46098705   3.02829596
 73.20000000  -1.44066803  -2.00275524   3.04327647
 73.40000000  -2.34849228  -0.77540068   3.05833109
 73.60000000  -2.36156855   0.75492672   3.07346018
 73.80000000  -1.47046376   2.00376260   3.08866411
 74.00000000  -0.01190952   2.49153460   3.10394326
 74.20000000   1.45842012   2.02770972   3.11929798
 74.40000000   2.37759348   0.78517933   3.13472867
 74.60000000   2.39093214  -0.76414321   3.15023569
 74.80000000   1.48884771  -2.02853921   3.16581942
 75.00000000   0.01222029  -2.52246132   3.18148024
 75.20000000  -1.47639093  -2.05297512   3.19721853
 75.40000000  -2.40705528  -0.79508127   3.21303467
 75.60000000  -2.42066084   0.77347219   3.22892906
 75.80000000  -1.50746148   2.05362217   3.24490207
 76.00000000  -0.01253694   2.55377192   3.26095410
 76.20000000   1.49458317   2.07855532   3.27708554
 76.40000000   2.43688214   0.80510805   3.29329677
 76.60000000   2.45075916  -0.78291503   3.30958820
 76.80000000   1.52630795  -2.07901527   3.32596022
 77.00000000   0.01285957  -2.58547116   3.34241323
 77.20000000  -1.51299955  -2.10445424   3.35894764
 77.40000000  -2.46707859  -0.81526125   3.37556383
 77.60000000  -2.48123171   0.79247311   3.39226222
 77.80000000  -1.54539002   2.10472234   3.40904322
 78.00000000  -0.01318827   2.61756385   3.42590723
 78.20000000   1.53164284   2.13067584   3.44285466
 78.40000000   2.49764920   0.82554245   3.45988593
 78.60000000   2.51208315  -0.80214784   3.47700145
 78.80000000   1.56471064  -2.13074726   3.49420164
 79.00000000   0.01352316  -2.65005490   3.51148692
 79.20000000  -1.55051584  -2.15722415   3.52885770
 79.40000000  -2.52859862  -0.83595327   3.54631442
 79.60000000  -2.54331818   0.81194065   3.56385749
 79.80000000  -1.58427279   2.15709397   3.58148734
 80.00000000  -0.01386432   2.68294923   3.59920440
 80.20000000   1.56962137   2.18410325   3.61700911
 80.40000000   2.55993153   0.84649535   3.63490189
 80.60000000   2.57494157  -0.82185297   3.65288319
 80.80000000   1.60407948  -2.18376645   3.67095344
 81.00000000   0.01421187  -2.71625186   3.68911308
 81.20000000  -1.58896230  -2.21131724   3.70736255
 81.40000000  -2.59165268  -0.85717033   3.72570230
 81.60000000  -2.60695815   0.83188627   3.74413278
 81.80000000  -1.62413378   2.21076871   3.76265442
 82.00000000  -0.01456592   2.74996786   3.78126769
 82.20000000   1.60854153   2.23887030   3.79997304
 82.40000000   2.62376690   0.86797990   3.81877092
 82.60000000   2.63937281  -0.84204202   3.83766179
 82.80000000   1.64443878  -2.23810485   3.85664611
 83.00000000   0.01492656  -2.78410235   3.87572434
 83.20000000  -1.62836199  -2.26676667   3.89489695
 83.40000000  -2.65627904  -0.87892574   3.91416440
 83.60000000  -2.67219049   0.85232171   3.93352717
 83.80000000  -1.66499762   2.26577898   3.95298572
 84.00000000  -0.01529391   2.81866052   3.97254053
 84.20000000   1.64842667   2.29501060   3.99219207
 84.40000000   2.68919404   0.89000959   4.01194083
 84.60000000   2.70541622  -0.86272686   4.03178728
 84.80000000   1.68581346  -2.29379528   4.05173191
 85.00000000   0.01566809  -2.85364765   4.07177520
 85.20000000  -1.66873856  -2.32360645   4.09191764
 85.40000000  -2.72251689  -0.90123317   4.11215973
 85.60000000  -2.73905506   0.87325899   4.13250195
 85.80000000  -1.70688952   2.32215799   4.15294479
 86.00000000  -0.01604919   2.88906905   4.17348877
 86.20000000   1.68930071   2.35255858   4.19413437
 86.40000000   2.75625265   0.91259825   4.21488211
 86.60000000   2.77311215  -0.88391966   4.23573248
 86.80000000   1.72822906  -2.35087139   4.25668599
 87.00000000   0.01643734  -2.92493011   4.27774316
 87.20000000  -1.71011621  -2.38187144   4.29890450
 87.40000000  -2.79040642  -0.92410661   4.32017051
 87.60000000  -2.80759269   0.89471043   4.34154173
 87.80000000  -1.74983536   2.37993982   4.36301866
 88.00000000  -0.01683266   2.96123629   4.38460184
 88.20000000   1.73118817   2.41154952   4.40629179
 88.40000000   2.82498340   0.93576005   4.42808903
 88.60000000   2.84250194  -0.90563290   4.44999411
 88.80000000   1.77171176  -2.40936766   4.47200754
 89.00000000   0.01723526  -2.99799311   4.49412987
 89.20000000  -1.75251976  -2.44159738   4.51636164
 89.40000000  -2.85998881  -0.94756041   4.53870338
 89.60000000  -2.87784523   0.91668866   4.56115564
 89.80000000  -1.79386164   2.43915936   4.58371897
 90.00000000  -0.01764525   3.03520617   4.60639392
 90.20000000   1.77411418   2.47201961   4.62918104
 90.40000000   2.89542798   0.95950954   4.65208089
 90.60000000   2.91362797  -0.92787935   4.67509401
 90.80000000   1.81628842  -2.46931941   4.69822098
 91.00000000   0.01806277  -3.07288113   4.72146235
 91.20000000  -1.79597466  -2.50282089   4.74481870
 91.40000000  -2.93130628  -0.97160932   4.76829058
 91.60000000  -2.94985561   0.93920661   4.79187858
 91.80000000  -1.83899555   2.49985238   4.81558326
 92.00000000  -0.01848794   3.11102372   4.83940521
 92.20000000   1.81810447   2.53400594   4.86334500
 92.40000000   2.96762914   0.98386163   4.88740321
 92.60000000   2.98653368  -0.95067210   4.91158044
 92.80000000   1.86198654  -2.53076286   4.93587727
 93.00000000   0.01892088  -3.14963975   4.96029429
 93.20000000  -1.84050695  -2.56557954   4.98483210
 93.40000000  -3.00440208  -0.99626841   5.00949129
 93.60000000  -3.02366779   0.96227752   5.03427247
 93.80000000  -1.88526494   2.56205554   5.05917624
 94.00000000  -0.01936172   3.18873510   5.08420320
 94.20000000   1.86318545   2.59754652   5.10935397
 94.40000000   3.04163067   1.00883160   5.13462916
 94.60000000   3.06126361  -0.97402457   5.16002937
 94.80000000   1.90883434  -2.59373513   5.18555524
 95.00000000   0.01981059  -3.22831571   5.21120738
 95.20000000  -1.88614336  -2.62991180   5.23698642
 95.40000000  -3.07932056  -1.02155317   5.26289298
 95.60000000  -3.09932687   0.98591497   5.28892770
 95.80000000  -1.93269839   2.62580642   5.31509121
 96.00000000  -0.02026762   3.26838760   5.34138414
 96.20000000   1.90938414   2.66268032   5.36780714
 96.40000000   3.11747746   1.03443511   5.39436086
 96.60000000   3.13786339  -0.99795048   5.42104592
 96.80000000   1.95686075  -2.65827425   5.44786300
 97.00000000   0.02073294  -3.30895688   5.47481274
 97.20000000  -1.93291126  -2.69585713   5.50189579
 97.40000000  -3.15610716  -1.04747946   5.52911282
 97.60000000  -3.17687906   1.01013287   5.55646448
 97.80000000  -1.98132517   2.69114353   5.58395146
 98.00000000  -0.02120669   3.35002971   5.61157440
 98.20000000   1.95672825   2.72944730   5.63933399
 98.40000000   3.19521552   1.06068825   5.66723091
 98.60000000   3.21637982  -1.02246393   5.69526582
 98.80000000   2.00609541  -2.72441921   5.72343942
 99.00000000   0.02168901  -3.39161236   5.75175239
 99.20000000  -1.98083869  -2.76345598   5.78020542
 99.40000000  -3.23480847  -1.07406357   5.80879920
 99.60000000  -3.25637171   1.03494547   5.83753444
 99.80000000  -2.03117531   2.75810632   5.86641182
100.00000000  -0.02218003   3.43371113   5.89543205
100.20000000   2.00524618   2.79788839   5.92459584
100.40000000   3.27489202   1.08760750   5.95390390
100.60000000   3.29686084  -1.04757933   5.98335694
100.80000000   2.05656872  -2.79220996   6.01295568
101.00000000   0.02267990  -3.47633245   6.04270085
101.20000000  -2.02995440  -2.83274980   6.07259315
101.40000000  -3.31547224  -1.10132217   6.10263333
101.60000000  -3.33785339   1.06036737   6.13282212
101.80000000  -2.08227958   2.82673526   6.16316024
102.00000000  -0.02318876   3.51948280   6.19364844
102.20000000   2.05496704   2.86804557   6.22428746
102.40000000   3.35655528   1.11520973   6.25507805
102.60000000   3.37935562  -1.07331146   6.28602096
102.80000000   2.10831184  -2.86168745   6.31711693
103.00000000   0.02370677  -3.56316874   6.34836673
103.20000000  -2.08028786  -2.90378110   6.37977112
103.40000000  -3.39814738  -1.12927237   6.41133086
103.60000000  -3.42137387   1.08641351   6.44304672
103.80000000  -2.13466953   2.89707179   6.47491948
104.00000000  -0.02423406   3.60739692   6.50694991
104.20000000   2.10592064   2.93996187   6.53913878
104.40000000   3.44025485   1.14351229   6.57148689
104.60000000   3.46391454  -1.09967546   6.60399502
104.80000000   2.16135670  -2.93289364   6.63666396
105.00000000   0.02477078  -3.65217407   6.66949451
105.20000000  -2.13186924  -2.97659343   6.70248747
105.40000000  -3.48288406  -1.15793173   6.73564364
105.60000000  -3.50698414   1.11309924   6.76896383
105.80000000  -2.18837750   2.96915840   6.80244885
106.00000000  -0.02531710   3.69750701   6.83609951
106.20000000   2.15813755   3.01368140   6.86991664
106.40000000   3.52604149   1.17253294   6.90390106
